,Price,Transmission,Power,Engine CC,Male,Female,Unknown,Total,Fuel_2.0
778,245.168,6.0,338.0,4691.0,1106,78,39,1223,0
779,14.4382,4.9,64.2,1891.7,939,252,24,1215,0
780,74.609,3.2,239.2,3640.2,1095,83,30,1208,0
781,646.605,6.0,450.0,5733.0,1059,90,48,1197,0
782,35.27,6.0,112.0714286,1574.428571,723,383,81,1187,0
783,57.59,5.428571429,121.0,1998.0,748,363,55,1166,1
784,34.33029412,5.588235294,105.0,1962.058824,825,277,45,1147,1
785,35.29583333,5.0,102.0,2129.0,712,330,77,1119,0
786,28.9602,4.4,100.8,1936.6,844,215,56,1115,0
787,177.5,6.0,419.0,3799.0,1026,40,48,1114,0
788,61.235,5.0,147.0,2144.0,997,68,44,1109,0
789,45.78386047,4.813953488,106.3023256,2768.511628,826,207,60,1093,1
790,27.9925,5.5,103.0,1591.0,581,445,28,1054,0
791,15.40377778,5.0,60.11111111,1593.111111,828,184,30,1042,0
792,18.16715385,4.692307692,70.30769231,1932.153846,736,232,44,1012,0
793,32.65836364,6.0,101.8181818,1424.727273,291,628,82,1001,0
794,30.61932203,5.966101695,94.03389831,1497.169492,771554,410082,54201,1235837,0
795,18.53214286,5.714285714,68.57142857,1166.142857,523545,596343,49604,1169492,0
796,31.24215385,6.164835165,89.46153846,1537.406593,460814,299999,46520,807333,0
797,22.1,5.615384615,75.57692308,1219.653846,251904,351104,30997,634005,0
798,47.84837037,6.444444444,126.1111111,1995.777778,400861,122120,29801,552782,0
799,20.03375,4.833333333,71.33333333,1631.5,192959,303023,29526,525508,0
800,18.1925,5.074074074,60.96296296,1408.055556,203850,289078,31498,524426,0
801,39.97375,1.75,130.25,1998.5,416063,84572,19464,520099,0
802,20.3776087,4.869565217,67.95652174,1279.695652,158671,276933,28179,463783,0
803,26.4498867,5.408866995,87.31034483,1623.793103,241474,186612,24716,452802,0
804,15.46,5.0,60.8,1196.0,108637,296651,22056,427344,0
805,29.942625,4.5,106.225,1480.575,245697,138803,21985,406485,0
806,20.7206,3.52,74.4,1397.8,118678,195134,24591,338403,0
807,22.36209302,4.88372093,72.58139535,1743.44186,169187,100514,12682,282383,0
808,27.46483636,4.872727273,86.45454545,1723.0,143057,119640,14984,277681,0
809,46.06451282,6.487179487,125.4358974,1835.846154,212911,49068,14824,276803,0
810,46.5274,7.04,131.6,1596.92,193345,65934,16685,275964,0
811,57.92693548,6.161290323,149.7096774,2283.112903,195215,58757,13541,267513,0
812,26.3525,0.0,80.0,1498.0,91010,115095,12627,218732,0
813,21.70216667,4.9,79.76666667,1536.0,85168,122300,10864,218332,0
814,36.21929825,6.473684211,94.33333333,1424.666667,120182,80441,12173,212796,0
815,27.23911864,3.033898305,91.61016949,1677.949153,117838,76170,13225,207233,0
816,19.00794118,5.205882353,66.97058824,1292.352941,95847,76676,9031,181554,0
817,43.86363077,5.292307692,105.1692308,2083.523077,111645,58609,9388,179642,1
818,37.31523077,4.323076923,103.6769231,1873.261538,131249,31606,10283,173138,0
819,93.71425,8.0,225.0,2979.0,134919,20836,8972,164727,0
820,22.78208333,4.916666667,81.66666667,1847.666667,97667,56509,9570,163746,0
821,22.90364865,5.405405405,75.64864865,1364.0,65032,84963,8118,158113,0
822,107.4521429,8.0,182.5714286,2425.428571,117155,31105,6596,154856,1
823,32.06304348,5.956521739,89.34782609,1472.826087,80964,58749,7666,147379,1
824,78.07322727,7.672727273,192.4,2598.818182,116331,21490,8989,146810,0
825,37.4265,6.2,104.2,1796.6,70694,62131,8401,141226,0
826,18.64264,4.84,67.0,1698.64,85650,47192,6780,139622,0
827,19.93814035,5.649122807,76.31578947,1205.192982,64843,64457,5320,134620,0
828,30.65053846,6.346153846,95.0,1136.692308,99544,23393,5426,128363,0
829,12.35588235,4.647058824,53.88235294,1366.294118,62018,59579,5886,127483,0
830,49.28583333,6.0,145.0,1963.666667,89011,30461,6983,126455,0
831,31.1045119,4.547619048,93.01190476,1699.119048,50107,66567,9342,126016,0
832,34.02059211,5.552631579,99.0,1920.026316,95919,23949,5692,125560,1
833,43.54851613,1.35483871,137.7741935,2261.193548,56794,55682,8139,120615,0
834,12.32981818,4.818181818,53.81818182,1367.272727,56946,55185,5252,117383,0
835,39.39984314,5.784313725,117.7058824,2151.647059,86843,18837,6411,112091,0
836,107.6705126,8.277310924,196.3361345,2521.092437,83312,20403,4561,108276,1
837,29.26025,5.95,90.625,1462.3625,63942,33331,4286,101559,0
838,65.56875,8.0,167.25,1998.0,81248,15011,4059,100318,0
839,16.20874359,4.461538462,63.56410256,1650.205128,68717,26047,3961,98725,0
840,28.60820513,4.756410256,92.82051282,2043.820513,76321,16819,4600,97740,0
841,53.78571429,6.0,124.8571429,1855.0,64089,27624,5130,96843,1
842,37.46857143,5.857142857,103.4285714,1718.571429,45052,42327,6057,93436,0
843,82.06090909,7.727272727,199.7272727,2790.454545,74860,13452,5039,93351,1
844,19.37890909,4.863636364,61.27272727,1470.909091,48849,37911,3856,90616,0
845,42.66935185,5.907407407,118.1851852,2095.185185,66897,16236,3945,87078,0
846,32.93965169,6.348314607,114.8202247,1615.370787,57322,25831,3137,86290,0
847,26.51269565,4.02173913,93.58695652,1933.021739,62306,17348,4705,84359,0
848,11.14333333,5.0,50.0,998.0,24703,53336,4001,82040,0
849,16.59192308,5.0,52.84615385,998.0,29678,48990,2829,81497,0
850,50.96109091,6.181818182,135.2909091,1971.163636,61857,14866,4727,81450,1
851,30.99513158,5.789473684,101.8947368,1905.631579,45825,28920,3748,78493,0
852,19.08518182,3.727272727,68.90909091,1180.545455,30795,42104,5540,78439,0
853,64.59222222,6.777777778,178.5555556,2011.555556,40801,32563,5015,78379,0
854,15.20916667,5.0,53.0,998.0,24699,47185,5645,77529,0
855,26.29166667,5.6,74.73333333,1186.333333,19846,52629,4748,77223,1
856,19.31857143,5.0,66.42857143,1348.285714,40597,29959,3632,74188,1
857,39.35238095,5.0,98.04761905,1928.714286,59476,10529,3113,73118,0
858,34.93603125,5.25,97.71875,1820.65625,40207,27929,4145,72281,1
859,10.42388889,5.0,52.44444444,1095.777778,30013,35967,3702,69682,0
860,26.803,5.428571429,85.71428571,1310.0,38151,26197,4091,68439,0
861,13.48615385,5.0,52.38461538,1028.923077,24156,41092,2973,68221,0
862,21.6,6.0,64.625,1496.0,24699,39688,3493,67880,0
863,33.25025,6.166666667,112.75,1475.0,15533,46960,4513,67006,0
864,35.28132353,5.176470588,113.3529412,2106.5,47236,15269,3729,66234,0
865,32.33086957,5.891304348,103.1086957,1482.5,36477,25852,2736,65065,0
866,17.182,5.0,74.0,1994.0,38225,23756,2995,64976,0
867,16.011,5.0,51.77777778,998.0,25660,36381,2029,64070,0
868,72.79589474,6.210526316,166.3157895,3041.0,40410,17930,3806,62146,0
869,13.63642857,4.714285714,69.0,1424.857143,25686,32524,2668,60878,0
870,26.97346154,3.076923077,85.69230769,1515.282051,34755,21453,3278,59486,0
871,32.98557692,6.230769231,94.03846154,1528.807692,34787,20863,3835,59485,1
872,113.2693333,8.0,246.3333333,2994.666667,41172,13407,2997,57576,1
873,47.361875,3.75,113.375,1774.8125,40456,14365,2545,57366,1
874,38.72769231,5.538461538,114.6538462,2178.192308,42954,9189,2257,54400,1
875,15.14,5.0,64.0,1382.75,21146,29287,2284,52717,0
876,27.4386,6.34,85.28,1452.0,34090,14930,2510,51530,1
877,22.95871429,6.285714286,80.0,998.0,29006,20743,1654,51403,0
878,23.322,3.75,84.2,1853.9,35416,12066,2125,49607,0
879,17.03876744,5.302325581,73.48837209,1374.046512,21558,25240,2719,49517,0
880,77.41666667,7.0,188.3333333,2876.0,32941,13637,2863,49441,1
881,66.58842105,5.736842105,172.3157895,2934.631579,40998,5719,2146,48863,0
882,61.86283333,6.833333333,184.1666667,2748.333333,20611,23594,3432,47637,0
883,34.9090566,5.603773585,104.2264151,1805.924528,37520,7462,1998,46980,1
884,35.81481651,6.293577982,117.4311927,1921.46789,31231,12063,2658,45952,0
885,9.5628,4.6,50.0,996.0,16313,22562,3299,42174,0
886,25.39952941,4.647058824,78.85294118,1891.588235,30549,9540,2067,42156,0
887,30.5976,1.8,97.6,1757.6,32656,7318,1635,41609,0
888,32.1815,6.0,99.0,1448.6,25178,14074,1483,40735,0
889,17.34364706,4.745098039,70.92156863,1683.607843,23762,14506,2439,40707,0
890,31.5255,5.166666667,109.6666667,1861.833333,27727,10614,2134,40475,0
891,52.95719388,5.653061224,146.122449,2031.469388,31594,6590,2231,40415,0
892,21.02333333,5.0,92.33333333,1729.333333,24474,13756,1640,39870,0
893,137.5695455,8.0,223.5454545,2813.0,33810,3061,1632,38503,0
894,30.3775,6.3125,94.0625,935.625,14169,21583,2395,38147,0
895,47.52333333,6.0,128.8888889,1886.555556,23113,12803,1585,37501,1
896,26.97522727,5.863636364,88.09090909,1460.795455,23853,12446,1083,37382,0
897,36.52419118,5.176470588,113.3529412,2106.5,24938,9807,2083,36828,0
898,14.293,4.6,75.4,1479.0,20648,13724,1934,36306,0
899,45.6995,6.0,114.0,1854.2,24824,8493,2875,36192,1
900,33.798,0.0,96.0,1797.4,22542,9075,3495,35112,0
901,85.82946154,8.0,213.1538462,1969.0,22046,10610,2368,35024,0
902,22.77681818,5.272727273,92.36363636,1837.363636,20372,12101,1720,34193,0
903,39.70773684,4.842105263,117.5789474,2719.842105,21536,10653,1858,34047,1
904,158.7922667,7.466666667,293.5333333,3005.4,28724,3323,1565,33612,0
905,43.97,6.6,115.3,1634.2,20812,10846,1097,32755,1
906,28.60918919,5.945945946,100.5945946,1387.621622,20293,11217,1109,32619,0
907,52.085,8.0,223.8333333,1969.0,25697,4891,1737,32325,0
908,21.847,6.090909091,70.72727273,1052.272727,15780,14284,972,31036,0
909,9.8628,5.0,50.0,1090.4,14245,14032,2009,30286,0
910,78.74625,8.0,176.25,1997.0,26154,2735,1115,30004,1
911,17.82333333,4.666666667,70.33333333,1298.666667,13707,14348,1584,29639,0
912,76.5922,8.0,184.0,2396.4,16516,11059,1792,29367,0
913,44.14181818,6.545454545,144.6363636,2242.636364,19758,8239,1188,29185,1
914,59.0,7.0,166.0,1798.0,19253,7808,1653,28714,0
915,25.94322222,4.777777778,67.0,1372.666667,13098,13453,2010,28561,0
916,9.492272727,4.909090909,40.81818182,850.2727273,9861,17040,1558,28459,0
917,19.9680625,2.8125,55.375,592.5625,13528,13142,1480,28150,0
918,8.17,5.0,40.0,1108.0,10241,15703,1557,27501,0
919,41.38957143,7.285714286,105.7142857,1545.428571,13983,11635,1490,27108,1
920,38.7525,0.0,165.0,2488.0,16491,9735,752,26978,0
921,83.50125,6.5,213.5,3071.0,18892,6226,1595,26713,0
922,64.109625,6.75,202.125,2778.0,16906,7843,1670,26419,0
923,36.01325,6.0,151.6666667,2048.666667,18492,6674,735,25901,0
924,59.43242424,7.0,150.4545455,1981.818182,19035,4730,1115,24880,0
925,13.88308333,4.75,47.75,1373.75,8621,14725,1434,24780,0
926,43.06842105,6.254385965,104.2017544,2222.710526,19215,2295,1707,23217,1
927,22.455,6.0,92.30769231,1466.307692,13667,8379,1002,23048,0
928,11.370625,5.0,48.0,1518.0,13698,7826,1135,22659,0
929,49.82277778,6.0,115.8333333,1746.944444,15362,5834,1346,22542,0
930,25.3433871,5.193548387,95.09677419,1802.774194,13797,7426,1297,22520,0
931,19.45142857,3.571428571,61.0,1197.0,10219,10646,1635,22500,0
932,34.19,6.0,103.0,1794.0,14042,7192,1164,22398,0
933,27.13,5.768421053,96.05263158,1774.778947,12941,8486,807,22234,1
934,32.898125,5.333333333,116.2916667,2081.375,17099,3916,1101,22116,0
935,18.76848837,4.860465116,67.02325581,1391.023256,13007,7452,1292,21751,1
936,44.30857143,6.714285714,108.0,1663.928571,12313,8137,1015,21465,0
937,32.4898913,5.304347826,113.2826087,2093.021739,11417,8309,1166,20892,0
938,51.646,0.0,110.0,1995.0,13535,5724,1356,20615,0
939,31.195,6.0,105.875,1755.75,13687,6124,789,20600,0
940,32.09,4.0,98.2,1754.4,10703,8600,1109,20412,0
941,17.44569231,4.692307692,68.26923077,1791.230769,14492,4511,1139,20142,0
942,50.94,6.266666667,138.2833333,1986.766667,16154,2562,1106,19822,1
943,28.23090909,6.454545455,86.0,999.0,8413,8943,2187,19543,0
944,115.533,8.0,250.0,2998.0,16520,1676,1097,19293,0
945,22.12540909,5.5,75.09090909,1622.681818,10718,7503,959,19180,0
946,29.88478947,4.736842105,109.1052632,2238.631579,10649,7382,1138,19169,0
947,43.08,4.666666667,105.0,2239.666667,12854,4924,1372,19150,0
948,31.30566667,6.259259259,96.92592593,1587.222222,14187,3957,828,18972,0
949,22.69,4.8,82.2,1773.7,13285,4561,935,18781,0
950,46.5274,7.04,131.6,1596.92,15372,2321,933,18626,0
951,11.389,4.142857143,53.0,1308.285714,7677,9802,1065,18544,0
952,23.01661538,4.730769231,90.88461538,1709.538462,13373,3832,585,17790,0
953,20.36464286,5.857142857,82.25,1534.392857,11844,5065,842,17751,1
954,18.513,4.6,76.0,1599.0,10311,6643,743,17697,0
955,135.1055,6.5,309.0,3999.0,15097,1537,717,17351,0
956,12.49833333,5.0,48.66666667,1336.666667,6090,10314,917,17321,0
957,39.7374,4.6,115.0,2234.4,9996,6068,1128,17192,0
958,94.098125,8.0,190.0,2967.0,12072,4348,768,17188,1
959,23.0525,5.0,55.0,1406.0,7604,8291,1252,17147,0
960,37.52210345,3.896551724,107.3793103,2084.37931,12113,3636,1011,16760,0
961,37.01736842,4.736842105,97.57894737,2697.368421,11789,4084,763,16636,1
962,20.6695,4.75,88.0,1586.0,8655,6943,970,16568,0
963,25.17006452,5.516129032,79.30645161,1523.741935,11360,4124,809,16293,1
964,52.19640625,5.3125,126.5,2323.9375,10445,4803,903,16151,0
965,264.675,7.0,420.0,6208.0,11599,3217,904,15720,0
966,33.70615385,6.153846154,120.1538462,1750.615385,10668,4310,689,15667,0
967,13.24516667,4.833333333,66.66666667,1506.5,8007,6572,987,15566,0
968,42.2862,6.0,113.8,1740.0,6117,8227,1190,15534,0
969,7.92,4.0,33.33333333,868.3333333,8759,6112,654,15525,0
970,13.11525,4.75,50.875,1430.75,9467,5230,712,15409,0
971,42.74666667,5.0,128.5,2548.833333,12842,1978,505,15325,0
972,30.99,0.0,105.0,335.0,11639,3052,529,15220,0
973,14.94,5.2,59.6,958.6,5560,8784,525,14869,0
974,17.22277778,4.888888889,70.0,1615.333333,8497,5432,833,14762,0
975,27.08277108,6.228915663,86.63855422,1377.566265,6153,8058,504,14715,0
976,23.16515789,3.947368421,82.15789474,1817.315789,8494,5400,762,14656,0
977,41.59161538,6.461538462,111.3076923,1624.769231,9276,4781,536,14593,0
978,24.84390244,4.756097561,84.92682927,1982.756098,11176,2626,727,14529,0
979,37.00904545,4.590909091,114.6818182,2208.090909,10029,3396,997,14422,0
980,36.38445588,4.5,125.7058824,2294.764706,11212,2397,706,14315,0
981,14.22409091,4.727272727,64.45454545,1353.363636,6368,7014,741,14123,0
982,14.333375,4.5625,59.875,1183.25,5741,7569,766,14076,0
983,106.5488889,8.0,210.0,2976.333333,9867,3350,767,13984,1
984,13.70454545,4.818181818,47.45454545,1384.0,5212,7991,673,13876,0
985,26.0,5.0,70.0,1597.0,2064,10775,854,13693,0
986,20.7195,4.71875,81.375,1950.90625,9879,2979,747,13605,0
987,25.2075,5.0,80.5,1753.0,7732,4962,890,13584,0
988,39.725,6.8,110.0,1592.0,11415,1598,503,13516,0
989,16.05676923,4.923076923,67.0,1703.153846,8469,3903,656,13028,0
990,32.723,3.6,96.0,1498.0,6944,5204,781,12929,0
991,33.12857143,5.285714286,103.0,1914.714286,7025,5148,749,12922,0
992,30.236875,4.5,110.0,2316.0,9881,2283,652,12816,0
993,17.31777778,3.666666667,58.44444444,1152.888889,5053,6444,945,12442,0
994,18.76285714,4.714285714,80.42857143,1612.928571,7931,3742,593,12266,0
995,108.7471951,7.853658537,207.6097561,2304.97561,9255,2232,644,12131,1
996,26.19775,4.625,77.0,1495.0,5549,5868,650,12067,0
997,58.46907407,6.444444444,148.5185185,2174.037037,8322,2501,760,11583,1
998,13.2053,6.0,35.8,679.0,5033,5513,718,11264,0
999,64.50769231,6.846153846,144.2307692,2048.538462,6893,3798,569,11260,1
1000,23.35964286,5.25,81.28571429,1410.357143,5514,5117,337,10968,0
1001,42.5595,6.166666667,131.6666667,2313.666667,5313,5075,576,10964,0
1002,158.976,8.0,326.0,3295.0,7651,2664,579,10894,0
1003,20.9225,5.375,68.875,1272.4375,6352,3812,525,10689,0
1004,114.8758333,8.0,235.0,2979.0,8577,1471,509,10557,0
1005,37.44666667,2.611111111,120.3333333,2085.055556,6877,3176,486,10539,0
1006,18.615,5.2,69.6,1330.4,5039,4844,475,10358,0
1007,51.44133333,7.2,123.9333333,1863.133333,5866,3726,672,10264,1
1008,9.465666667,4.666666667,50.0,996.0,3826,5997,430,10253,0
1009,18.88233333,4.666666667,74.0,1523.333333,5907,3721,620,10248,0
1010,40.98307692,7.307692308,114.2692308,1352.576923,6584,3245,367,10196,0
1011,20.37,5.642857143,74.21428571,1324.357143,7220,2250,447,9917,0
1012,116.545,8.0,230.0,2981.0,8240,714,524,9478,0
1013,20.43008333,4.791666667,69.875,1773.0,7292,1640,364,9296,0
1014,36.64326667,4.466666667,88.73333333,2284.133333,7102,1655,498,9255,0
1015,62.39565385,4.384615385,135.5,2972.307692,7137,1564,495,9196,0
1016,171.1333333,6.0,375.0,5000.0,7616,921,426,8963,0
1017,45.59125,5.25,104.1666667,2027.833333,5418,2885,444,8747,0
1018,45.76307692,5.307692308,109.0769231,2053.0,5450,2685,492,8627,1
1019,24.674,0.0,60.0,160.0,3158,4431,563,8152,0
1020,29.151,5.0,89.0,2526.5,5963,1801,358,8122,0
1021,10.83275,5.0,45.0,1242.0,4230,3463,411,8104,0
1022,60.9552,5.5,146.0,2588.6,5750,1995,300,8045,1
1023,13.1466,4.8,55.4,1144.8,3488,3963,466,7917,0
1024,38.9,5.84,113.84,1926.0,5023,2638,199,7860,1
1025,14.7754,4.8,51.4,1428.4,3637,3714,477,7828,0
1026,32.11766667,4.666666667,115.3333333,2362.0,5803,1640,374,7817,0
1027,30.352,4.4,99.0,2117.6,4946,2439,423,7808,0
1028,285.247,7.2,428.2,5577.8,6557,858,372,7787,0
1029,23.22409091,4.909090909,82.0,1938.0,4770,2539,424,7733,0
1030,60.87,6.75,228.0,1984.0,6072,1261,295,7628,0
1031,30.351,6.3,83.5,1452.3,5122,2171,293,7586,0
1032,70.31925,4.5,199.0,4123.5,6356,767,236,7359,0
1033,18.657,5.0,59.58333333,1407.333333,3256,3482,392,7130,0
1034,55.25,6.0,177.0,1997.0,5213,1440,352,7005,0
1035,43.26150943,5.905660377,135.3773585,2276.0,5767,894,341,7002,1
1036,11.74,5.0,63.0,1405.0,2943,3524,506,6973,0
1037,55.4225,6.0,221.0,3498.0,5855,885,232,6972,0
1038,27.09825,4.666666667,91.75,2247.333333,5318,1234,284,6836,0
1039,20.20388889,4.777777778,82.33333333,1775.777778,3917,2319,392,6628,0
1040,19.71783333,4.0,98.0,1995.0,4005,2101,411,6517,0
1041,11.395,5.0,52.5,1047.75,2625,3300,379,6304,0
1042,18.2955625,4.875,70.25,1836.5,5411,703,152,6266,0
1043,55.62,6.0,145.75,2460.75,3901,2060,302,6263,0
1044,37.350625,5.375,121.0625,1972.8125,4845,1036,313,6194,0
1045,25.29875,4.5,94.0,1998.0,4024,1699,461,6184,0
1046,145.6466667,6.0,283.0,5000.0,4976,830,297,6103,0
1047,36.70125,4.875,91.75,2019.75,4139,1633,326,6098,0
1048,84.60125,6.5,220.5,3071.0,4815,979,291,6085,0
1049,20.74,5.0,75.0,1695.0,3293,2478,294,6065,0
1050,33.495,0.0,81.0,285.0,3452,2434,159,6045,0
1051,53.792,6.0,134.3333333,1730.0,5175,551,263,5989,0
1052,26.59125,4.125,108.625,1911.75,3712,1927,227,5866,0
1053,7.712,5.0,29.0,899.0,2851,2636,298,5785,0
1054,19.895,4.8,94.0,1742.6,3437,1840,240,5517,0
1055,53.62733333,0.0,122.6666667,2331.333333,3747,1167,361,5275,0
1056,23.58666667,5.25,81.16666667,1509.75,3089,2078,103,5270,0
1057,24.35,6.0,60.0,698.0,3132,1757,357,5246,0
1058,20.27896296,4.111111111,72.85185185,1832.888889,3411,1551,283,5245,0
1059,95.29916667,6.333333333,253.6666667,3764.333333,4408,631,204,5243,0
1060,41.616,4.6,125.36,2336.52,4137,783,312,5232,0
1061,16.4455,4.666666667,78.0,1741.0,3397,1531,276,5204,0
1062,27.78966667,4.666666667,110.6666667,2050.333333,3691,1233,233,5157,0
1063,23.16515789,3.947368421,82.15789474,1817.315789,3208,1449,316,4973,0
1064,20.1241875,4.875,79.875,1836.875,3492,1083,247,4822,0
1065,24.612,0.0,72.0,1339.0,3141,1365,290,4796,0
1066,29.57028571,5.0,84.0,1997.142857,3243,1231,241,4715,1
1067,55.2,6.0,163.5,2696.5,3124,1183,289,4596,0
1068,25.08266667,4.533333333,93.6,2127.333333,3631,763,183,4577,0
1069,17.587,4.083333333,73.08333333,1363.5,2715,1478,245,4438,0
1070,17.31241935,4.967741935,66.35483871,1655.741935,2891,1246,201,4338,0
1071,48.09553571,5.107142857,117.7857143,2315.0,3554,522,236,4312,0
1072,360.755,6.0,410.0,5341.0,3774,318,159,4251,0
1073,19.055,4.6,89.2,1827.8,3019,1029,177,4225,0
1074,28.803,4.8,111.2,2126.8,3264,746,150,4160,0
1075,15.16166667,4.666666667,75.0,1594.0,2644,1166,226,4036,0
1076,22.95383333,5.0,67.33333333,1908.166667,2763,1024,225,4012,0
1077,44.62833333,4.333333333,127.6666667,3100.333333,2950,823,83,3856,1
1078,31.7425,4.833333333,119.6666667,2116.0,2899,704,176,3779,0
1079,125.49625,8.0,282.25,3344.75,2948,649,172,3769,0
1080,27.935,5.0,103.5,1833.0,2294,1161,276,3731,0
1081,273.755,6.0,381.0,5935.0,3279,268,131,3678,0
1082,56.15916667,5.5,174.3333333,3199.0,2241,1232,187,3660,0
1083,36.90769355,4.5,126.1451613,2344.0,2904,559,157,3620,0
1084,20.21333333,6.0,74.0,1329.0,1716,1613,265,3594,0
1085,42.50666667,7.142857143,99.52380952,1294.142857,2202,1193,175,3570,0
1086,20.31264706,5.352941176,63.29411765,1344.823529,1825,1535,203,3563,1
1087,30.839,4.6,121.0,2378.0,2251,1101,201,3553,0
1088,43.9745,4.5,98.0,2309.0,2368,936,193,3497,0
1089,38.93888889,6.0,135.5555556,1642.333333,1854,1452,165,3471,0
1090,33.40333333,0.0,110.0,1998.0,2172,1085,129,3386,0
1091,30.0062,3.2,115.4666667,2245.6,2676,514,177,3367,0
1092,59.4905,5.0,137.5,2734.5,2804,321,116,3241,0
1093,134.789,8.0,390.0,4395.0,2858,199,123,3180,0
1094,54.2675,5.666666667,114.0,1998.0,2263,775,142,3180,1
1095,57.22905851,5.234042553,120.4255319,2309.340426,2365,575,175,3115,1
1096,11.7129,4.0,69.0,1864.8,2693,298,70,3061,0
1097,121.77,6.666666667,316.3333333,3740.0,2671,259,125,3055,0
1098,35.37645833,6.0,103.0833333,1968.0,2213,565,161,2939,1
1099,27.4066,6.0,89.0,1552.0,1821,1038,55,2914,0
1100,88.77777778,7.0,190.0,3377.444444,1989,694,187,2870,0
1101,38.48247059,4.882352941,90.94117647,2953.588235,2286,456,117,2859,1
1102,76.71,0.0,336.0,0.0,2200,513,116,2829,0
1103,21.105625,5.0,60.625,1039.5,1637,1000,142,2779,0
1104,21.91166667,4.666666667,88.0,1586.0,1349,1277,142,2768,0
1105,22.047,3.6,73.0,1329.0,1546,1034,177,2757,0
1106,18.84548718,4.076923077,87.07692308,2326.358974,2367,281,74,2722,0
1107,40.7645,4.333333333,133.3333333,2634.222222,2104,451,148,2703,0
1108,30.86290909,4.454545455,105.5454545,2458.909091,2225,349,108,2682,0
1109,35.34,5.0,118.0,1781.0,2258,307,115,2680,0
1110,53.10142857,6.0,163.7142857,2679.285714,2071,396,126,2593,0
1111,81.295,8.0,250.0,2998.0,2235,269,79,2583,0
1112,30.081,4.0,110.0,2254.0,1741,638,171,2550,0
1113,87.487,0.0,188.0,3498.0,1625,775,114,2514,0
1114,22.127,5.0,83.0,1721.5,1272,1035,135,2442,0
1115,35.72526667,4.4,121.0,2287.6,1621,676,91,2388,0
1116,107.6705126,8.277310924,196.3361345,2521.092437,2123,172,76,2371,1
1117,57.22905851,5.234042553,120.4255319,2309.340426,1758,436,174,2368,1
1118,105.465,8.0,257.5,2981.0,1931,300,129,2360,0
1119,27.12333333,6.0,101.0,1497.0,1413,739,160,2312,0
1120,11.745,5.0,51.0,998.0,1043,1077,149,2269,0
1121,37.471875,5.5,114.5,2167.5,1650,495,92,2237,0
1122,47.881,5.111111111,141.4444444,3106.666667,1554,559,91,2204,1
1123,59.05425,6.75,144.375,2417.875,1542,516,137,2195,1
1124,13.44125,5.0,54.5,1304.0,1410,684,99,2193,0
1125,28.17,5.583333333,103.0,1706.333333,1617,448,103,2168,0
1126,42.93428571,3.857142857,122.1428571,2308.285714,1419,658,86,2163,0
1127,28.96891667,5.0,72.625,1707.125,1309,676,174,2159,0
1128,158.823,4.5,250.0,3228.0,1864,175,111,2150,0
1129,38.025,4.5,129.5,2614.0,1308,699,100,2107,0
1130,13.191,5.0,51.33333333,1431.333333,916,1051,124,2091,0
1131,13.382,2.5,48.0,1343.0,764,1182,135,2081,0
1132,33.8615625,5.375,116.25,1925.25,1755,263,60,2078,0
1133,23.8115,5.0,64.0,1298.0,540,1322,155,2017,0
1134,32.73833333,0.0,100.0,1798.0,1259,547,190,1996,0
1135,14.350125,4.875,59.5,1642.875,1422,474,80,1976,0
1136,16.29053333,4.8,57.86666667,1645.133333,1296,578,89,1963,0
1137,9.358333333,4.333333333,47.0,1324.0,993,863,100,1956,0
1138,78.47722222,0.888888889,224.7777778,3196.555556,1602,202,136,1940,0
1139,46.60136364,6.0,110.0,2393.0,1581,264,73,1918,1
1140,24.84,5.0,102.0,2244.0,1410,371,79,1860,0
1141,23.245,4.5,98.0,1998.0,1375,385,97,1857,0
1142,35.86943902,5.585365854,117.0243902,1980.634146,1528,227,63,1818,0
1143,226.3833333,6.5,368.6666667,4857.0,1559,116,76,1751,0
1144,16.67175,4.5,74.0,1541.5,1049,593,93,1735,0
1145,69.397,5.0,173.0,3358.666667,1433,198,96,1727,0
1146,21.65952381,5.761904762,90.85714286,1809.714286,1373,254,70,1697,1
1147,16.695,5.0,54.0,1360.0,1026,582,71,1679,0
1148,37.773,5.555555556,114.0,2184.0,1077,513,70,1660,1
1149,22.49,5.0,80.0,1261.25,470,1092,83,1645,0
1150,14.4382,4.9,64.2,1891.7,1248,349,36,1633,0
1151,37.32636,4.76,101.12,2349.08,1291,247,88,1626,0
1152,28.9602,4.4,100.8,1936.6,1150,275,83,1508,0
1153,146.2746154,5.769230769,234.8461538,4089.923077,1309,112,78,1499,0
1154,17.5296,4.6,78.4,1549.8,1273,166,41,1480,0
1155,50.48413043,7.304347826,150.6086957,1969.0,1091,257,116,1464,1
1156,88.46428571,0.0,230.0,3456.0,914,450,86,1450,0
1157,18.16715385,4.692307692,70.30769231,1932.153846,1027,325,68,1420,0
1158,175.835,7.0,433.5,4493.5,1215,109,59,1383,0
1159,15.40377778,5.0,60.11111111,1593.111111,1044,263,34,1341,0
1160,12.47666667,4.666666667,58.66666667,1498.0,802,475,59,1336,0
1161,14.76166667,4.666666667,75.0,1594.0,838,428,67,1333,0
1162,37.04635294,6.0,91.44117647,1773.823529,1069,199,56,1324,1
1163,45.78386047,4.813953488,106.3023256,2768.511628,953,264,58,1275,1
1164,87.12,8.0,190.0,2967.0,1120,109,39,1268,1
